reason_id,event_id,source_row_id,reason_index,reason_raw,event_level,rejected_at,corrected_at,gap_days,Region,Nom Operateur Court,reason_clean,reason_model,reason_word_count,is_valid_reason,cluster_id,stable_theme,theme_assignment_method,needs_review,rejected_month
3381,829,739,1,le demandeur estime que la parcelle à fait objet de partage,N1,2026-06-17 18:46:00,2026-06-30 13:49:00,12.791666666666666,TONKPI,CAB. TOPO BENHIBA,le demandeur estime que la parcelle a fait objet de partage,demandeur estime parcelle objet partage,5,True,6,audition_enquete_historique,rule,False,2026-06
3382,829,739,2,Signature identique des deux ayants droits : MANIGA Yake Boris et Maniga Loua,N1,2026-06-17 18:46:00,2026-06-30 13:49:00,12.791666666666666,TONKPI,CAB. TOPO BENHIBA,signature identique des deux ayants droits maniga yake boris et maniga loua,signature identique deux ayants droits maniga yake boris maniga loua,10,True,11,droits_origine_transaction,rule,False,2026-06
3383,829,739,3,l'écriture des noms ayants est double,N1,2026-06-17 18:46:00,2026-06-30 13:49:00,12.791666666666666,TONKPI,CAB. TOPO BENHIBA,l'ecriture des noms ayants est double,l'ecriture noms ayants double,4,True,11,autre_a_revoir,manual_review,True,2026-06
3384,830,740,1,Dely Chantale déclare être ayant droit pourtant elle ne figure pas sur la liste des détenteurs de droits coutumiers; absence de signature de certains déclarants,N1,2026-05-18 12:33:00,2026-06-27 17:12:00,40.166666666666664,TONKPI,CAB. TOPO BENHIBA,dely chantale declare etre ayant droit pourtant elle ne figure pas sur la liste des detenteurs de droits coutumiers signature_absente de certains declarants,dely chantale declare ayant droit pourtant elle ne figure pas liste detenteurs droits coutumiers signature_absente certains declarants,17,True,6,signature_absente_ou_incomplete,rule,False,2026-05
3385,831,741,1,"Absence de CNI et de tout autre document d'identité (passeport, attestation d'identité, carte consulaire…). Pas motif de rejet pour paiement à l'OF",N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence de cni et de tout autre document d'identite passeport attestation d'identite carte consulaire pas motif de rejet pour paiement a l'of,absence cni tout autre document d'identite passeport attestation d'identite carte consulaire pas motif paiement l'of,15,True,5,pieces_documents_scan,rule,False,2026-06
3386,831,741,2,Absence de signatures requises,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises,absence signatures requises,3,True,1,autre_a_revoir,manual_review,True,2026-06
3387,831,741,3,Insuffisance d'informations sur la nature des droits (l'usage que peut faire le demandeur de la parcelle) et/ou l'origine des droits du demandeur (comment est-il devenu le propriétaire de la parcelle ?),N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,insuffisance d'informations sur la nature des droits l'usage que peut faire le demandeur de la parcelle et ou l'origine des droits du demandeur comment est il devenu le proprietaire de la parcelle,insuffisance d'informations nature droits l'usage peut demandeur parcelle l'origine droits demandeur comment il devenu proprietaire parcelle,16,True,2,audition_enquete_historique,rule,False,2026-06
3388,831,741,4,Absence audition d'au moins un référent qualifié (parents du demandeur) cas d'héritage,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence audition d'au moins un referent qualifie parents du demandeur cas d'heritage,absence audition d'au referent qualifie parents demandeur cas d'heritage,9,True,3,audition_enquete_historique,rule,False,2026-06
3389,831,741,5,Absence d'audition du cédant (ou d'un référent qualifié) en cas d'achat ou don,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence d'audition du cedant ou d'un referent qualifie en cas d'achat ou don,absence d'audition cedant d'un referent qualifie cas d'achat don,9,True,3,audition_enquete_historique,rule,False,2026-06
3390,831,741,6,Absence d'information sur les occupants ou non de la parcelle,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence d'information sur les occupants ou non de la parcelle,absence d'information occupants non parcelle,5,True,2,shapefile_geometrie_superficie,rule,False,2026-06
3391,831,741,7,"Absence de contrat, déclaration ou de preuve d'achat pour une cession réalisée avant le 14 octobre 2019",N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence de contrat declaration ou de preuve d'achat pour une cession realisee avant le 14 octobre 2019,absence contrat declaration preuve d'achat cession realisee avant octobre,9,True,18,pieces_documents_scan,rule,False,2026-06
3392,831,741,8,"Absence de signatures requises (CE, Topographes, voisins limitrophes …)",N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises ce topographes voisins limitrophes,absence signatures requises topographes voisins limitrophes,6,True,1,voisinage_limitrophes,rule,False,2026-06
3393,831,741,9,"Absence signature d'un voisin ou son représentant sur le PVCL, avec absence du formulaire de carence de participation du voisin limitrophe concerné",N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,absence signature d'un voisin ou son representant sur le pvcl avec absence du formulaire de carence de participation du voisin limitrophe concerne,absence signature d'un voisin representant pvcl absence formulaire carence participation voisin limitrophe concerne,13,True,6,pvcl_constat_limites,rule,False,2026-06
3394,831,741,10,Incohérence entre les noms des voisins inscrits sur le PVCL (PV des constats de limites) et le plan,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,incoherence entre les noms des voisins inscrits sur le pvcl pv des constats de limites et le plan,incoherence entre noms voisins inscrits pvcl pv constats limites plan,10,True,1,pvcl_constat_limites,rule,False,2026-06
3395,831,741,11,"La qualité ""voisin"" des limitrophes sur la liste de présence du PVCL non mentionnée",N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,la qualite voisin des limitrophes sur la liste de presence du pvcl non mentionnee,qualite voisin limitrophes liste presence pvcl non mentionnee,8,True,6,pvcl_constat_limites,rule,False,2026-06
3396,831,741,12,approfondir l'enquête,N1,2026-06-18 10:50:00,2026-07-05 03:20:00,16.666666666666668,TONKPI,CAB. TOPO BENHIBA,approfondir l'enquete,approfondir l'enquete,2,True,7,audition_enquete_historique,rule,False,2026-06
3397,832,742,1,"Erreur sur les informations concernant l'identification du demandeur ou du gestionnaire (nom, âge, lieu de naissance, nationalité…)",N1,2026-06-18 12:21:00,2026-06-26 19:03:00,8.25,TONKPI,CAB. TOPO BENHIBA,erreur sur les informations concernant l'identification du demandeur ou du gestionnaire nom age lieu de naissance nationalite,erreur informations concernant l'identification demandeur gestionnaire nom age lieu naissance nationalite,11,True,2,audition_enquete_historique,rule,False,2026-06
3398,832,742,2,"Absence signature d'un voisin ou son représentant sur le PVCL, avec absence du formulaire de carence de participation du voisin limitrophe concerné",N1,2026-06-18 12:21:00,2026-06-26 19:03:00,8.25,TONKPI,CAB. TOPO BENHIBA,absence signature d'un voisin ou son representant sur le pvcl avec absence du formulaire de carence de participation du voisin limitrophe concerne,absence signature d'un voisin representant pvcl absence formulaire carence participation voisin limitrophe concerne,13,True,6,pvcl_constat_limites,rule,False,2026-06
3399,832,742,3,Incohérence entre les noms des voisins inscrits sur le PVCL (PV des constats de limites) et le plan,N1,2026-06-18 12:21:00,2026-06-26 19:03:00,8.25,TONKPI,CAB. TOPO BENHIBA,incoherence entre les noms des voisins inscrits sur le pvcl pv des constats de limites et le plan,incoherence entre noms voisins inscrits pvcl pv constats limites plan,10,True,1,pvcl_constat_limites,rule,False,2026-06
3400,832,742,4,erreur sur le numéro de la CNI du demandeur sur la demande du CF; revoir la déclaration du Déclarant N°4 : Sede Seuh Denis,N1,2026-06-18 12:21:00,2026-06-26 19:03:00,8.25,TONKPI,CAB. TOPO BENHIBA,erreur sur le numero de la cni du demandeur sur la demande du cf revoir la declaration du declarant n 4 sede seuh denis,erreur numero cni demandeur demande cf revoir declaration declarant sede seuh denis,12,True,5,pieces_documents_scan,rule,False,2026-06
3401,832,742,5,"Membre De La Famille , c'est le chef de village qui y est auditionné à sa place dans la déclaration; POTE FEH marcel est matérialisé sur le plan comme voisin à l'ouest mais absent sur la liste de présence du PV de constat de limites; revoir l'orientation géographique du voisin SERI jonas sur le PVCL comme voisin à l'Ouest, sur le plan son nom n'y figure pas",N1,2026-06-18 12:21:00,2026-06-26 19:03:00,8.25,TONKPI,CAB. TOPO BENHIBA,membre de la famille c'est le chef de village qui y est auditionne a sa place dans la declaration pote feh marcel est materialise sur le plan comme voisin a l'ouest mais absent sur la liste de presence du pv de constat de limites revoir l'orientation geographique du voisin seri jonas sur le pvcl comme voisin a l'ouest sur le plan son nom n'y figure pas,membre famille c'est chef village auditionne place declaration pote feh marcel materialise plan comme voisin l'ouest mais absent liste presence pv constat limites revoir l'orientation geographique voisin seri jonas pvcl comme voisin l'ouest plan nom n'y figure pas,38,True,6,pvcl_constat_limites,rule,False,2026-06
3402,833,743,1,Absence de CNI du demandeur,N1,2026-06-18 12:56:00,2026-06-18 13:00:00,,TONKPI,CAB. TOPO BENHIBA,absence de cni du demandeur,absence cni demandeur,3,True,5,pieces_documents_scan,rule,False,2026-06
3403,833,743,2,Absence audition d'au moins un référent qualifié (parents du demandeur) cas d'héritage,N1,2026-06-18 12:56:00,2026-06-18 13:00:00,,TONKPI,CAB. TOPO BENHIBA,absence audition d'au moins un referent qualifie parents du demandeur cas d'heritage,absence audition d'au referent qualifie parents demandeur cas d'heritage,9,True,3,audition_enquete_historique,rule,False,2026-06
3404,833,743,3,C'est mis forêt classé de Sipilou alors qu il s'agit de la forêt classée de Yallo,N1,2026-06-18 12:56:00,2026-06-18 13:00:00,,TONKPI,CAB. TOPO BENHIBA,c'est mis foret classe de sipilou alors qu il s'agit de la foret classee de yallo,c'est mis foret classe sipilou alors qu il s'agit foret classee yallo,12,True,0,autre_a_revoir,manual_review,True,2026-06
3405,834,744,1,Absence de signatures requises,N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises,absence signatures requises,3,True,1,autre_a_revoir,manual_review,True,2026-06
3406,834,744,2,Incohérence entre les noms des voisins inscrits sur le PVCL (PV des constats de limites) et le plan,N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,incoherence entre les noms des voisins inscrits sur le pvcl pv des constats de limites et le plan,incoherence entre noms voisins inscrits pvcl pv constats limites plan,10,True,1,pvcl_constat_limites,rule,False,2026-06
3407,834,744,3,"PVRDC : les signatures du numéro 5 et 6 n'apparaissent pas dans le tableau de l'équipe d'enquête, la question 3 posée au demandeur n'est pas renseigné",N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,pvrdc les signatures du numero 5 et 6 n'apparaissent pas dans le tableau de l'equipe d'enquete la question 3 posee au demandeur n'est pas renseigne,pvrdc signatures numero n'apparaissent pas tableau l'equipe d'enquete question posee demandeur n'est pas renseigne,14,True,6,audition_enquete_historique,rule,False,2026-06
3408,834,744,4,"Le nom, prénom et le numéro de téléphone du référent ne sont pas renseignés, la signature du déclarant 3 n'apparait pas",N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,le nom prenom et le numero de telephone du referent ne sont pas renseignes la signature du declarant 3 n'apparait pas,nom prenom numero telephone referent ne pas renseignes signature declarant n'apparait pas,12,True,2,audition_enquete_historique,rule,False,2026-06
3409,834,744,5,"Constat de limite : les voisins limitrophes à l'Est ne sont pas mentionnés, KONE Jean mentionné comme voisin limitrophe n'apparait pas sur la liste des parties présentes lors du constat de limites",N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,constat de limite les voisins limitrophes a l'est ne sont pas mentionnes kone jean mentionne comme voisin limitrophe n'apparait pas sur la liste des parties presentes lors du constat de limites,constat limite voisins limitrophes l'est ne pas mentionnes kone jean mentionne comme voisin limitrophe n'apparait pas liste parties presentes lors constat limites,22,True,1,pvcl_constat_limites,rule,False,2026-06
3410,834,744,6,PLAN : KPANDE Roger inscrit comme voisin limitrophe n'apparait pas dans le plan,N1,2026-06-18 13:21:00,2026-06-26 19:02:00,8.208333333333334,TONKPI,CAB. TOPO BENHIBA,plan kpande roger inscrit comme voisin limitrophe n'apparait pas dans le plan,plan kpande roger inscrit comme voisin limitrophe n'apparait pas plan,10,True,6,voisinage_limitrophes,rule,False,2026-06
3411,835,745,1,Absence de signatures requises,N1,2026-06-18 15:38:00,2026-06-26 19:04:00,8.125,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises,absence signatures requises,3,True,1,autre_a_revoir,manual_review,True,2026-06
3412,835,745,2,"Absence signature d'un voisin ou son représentant sur le PVCL, avec absence du formulaire de carence de participation du voisin limitrophe concerné",N1,2026-06-18 15:38:00,2026-06-26 19:04:00,8.125,TONKPI,CAB. TOPO BENHIBA,absence signature d'un voisin ou son representant sur le pvcl avec absence du formulaire de carence de participation du voisin limitrophe concerne,absence signature d'un voisin representant pvcl absence formulaire carence participation voisin limitrophe concerne,13,True,6,pvcl_constat_limites,rule,False,2026-06
3413,835,745,3,"PVRDC : la signature du gestionnaire n'apparait pas dans la liste de l'équipe d'enquête, revoir la réponse 2 du gestionnaire, revoir les reposes 1 et finale du référent, la signature du déclarant 3 n'apparait pas, le déclarant 4 redéfinie le nom du groupement, donc il faut revoir le nom du groupement",N1,2026-06-18 15:38:00,2026-06-26 19:04:00,8.125,TONKPI,CAB. TOPO BENHIBA,pvrdc la signature du gestionnaire n'apparait pas dans la liste de l'equipe d'enquete revoir la reponse 2 du gestionnaire revoir les reposes 1 et finale du referent la signature du declarant 3 n'apparait pas le declarant 4 redefinie le nom du groupement donc revoir le nom du groupement,pvrdc signature gestionnaire n'apparait pas liste l'equipe d'enquete revoir reponse gestionnaire revoir reposes finale referent signature declarant n'apparait pas declarant redefinie nom groupement donc revoir nom groupement,27,True,7,audition_enquete_historique,rule,False,2026-06
3414,835,745,4,Constat de Limite : le demandeur ne devrait pas être en même temps le représentant d'un voisin limitrophe,N1,2026-06-18 15:38:00,2026-06-26 19:04:00,8.125,TONKPI,CAB. TOPO BENHIBA,constat de limite le demandeur ne devrait pas etre en meme temps le representant d'un voisin limitrophe,constat limite demandeur ne devrait pas meme temps representant d'un voisin limitrophe,12,True,6,pvcl_constat_limites,rule,False,2026-06
3415,836,746,1,"Erreur sur les informations concernant l'identification du demandeur ou du gestionnaire (nom, âge, lieu de naissance, nationalité…)",N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,erreur sur les informations concernant l'identification du demandeur ou du gestionnaire nom age lieu de naissance nationalite,erreur informations concernant l'identification demandeur gestionnaire nom age lieu naissance nationalite,11,True,2,audition_enquete_historique,rule,False,2026-06
3416,836,746,2,Absence de signatures requises,N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises,absence signatures requises,3,True,1,autre_a_revoir,manual_review,True,2026-06
3417,836,746,3,Insuffisance d'informations sur la nature des droits (l'usage que peut faire le demandeur de la parcelle) et/ou l'origine des droits du demandeur (comment est-il devenu le propriétaire de la parcelle ?),N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,insuffisance d'informations sur la nature des droits l'usage que peut faire le demandeur de la parcelle et ou l'origine des droits du demandeur comment est il devenu le proprietaire de la parcelle,insuffisance d'informations nature droits l'usage peut demandeur parcelle l'origine droits demandeur comment il devenu proprietaire parcelle,16,True,2,audition_enquete_historique,rule,False,2026-06
3418,836,746,4,Absence de date et de signature du déclarant,N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,absence de date et de signature du declarant,absence date signature declarant,4,True,0,autre_a_revoir,manual_review,True,2026-06
3419,836,746,5,Absence d'audition du cédant (ou d'un référent qualifié) en cas d'achat ou don,N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,absence d'audition du cedant ou d'un referent qualifie en cas d'achat ou don,absence d'audition cedant d'un referent qualifie cas d'achat don,9,True,3,audition_enquete_historique,rule,False,2026-06
3420,836,746,6,AUDITIONNER UN MEMBRE DE LA FAMILLE DE DONATEUR ; APPROFONDIR L'ENQUETE,N1,2026-06-18 16:45:00,2026-07-04 22:27:00,16.208333333333332,TONKPI,CAB. TOPO BENHIBA,auditionner un membre de la famille de donateur approfondir l'enquete,auditionner membre famille donateur approfondir l'enquete,6,True,7,voisinage_limitrophes,rule,False,2026-06
3421,837,747,1,Le gestionnaire estime qu'il est le seul détenteur e droit coutumier,N1,2026-05-19 14:17:00,2026-06-23 11:41:00,34.875,TONKPI,CAB. TOPO BENHIBA,le gestionnaire estime qu'il est le seul detenteur e droit coutumier,gestionnaire estime qu'il seul detenteur droit coutumier,7,True,0,autre_a_revoir,manual_review,True,2026-05
3422,837,747,2,Absence d’audition du cédant (ou d’un référent qualifié) en pour un cas de don,N1,2026-05-19 14:17:00,2026-06-23 11:41:00,34.875,TONKPI,CAB. TOPO BENHIBA,absence d audition du cedant ou d un referent qualifie en pour un cas de don,absence audition cedant referent qualifie cas don,7,True,3,audition_enquete_historique,rule,False,2026-05
3423,837,747,3,Absence de signature de la moitié plus un des ayants droit,N1,2026-05-19 14:17:00,2026-06-23 11:41:00,34.875,TONKPI,CAB. TOPO BENHIBA,signature_absente de la moitie plus un des ayants droit,signature_absente moitie ayants droit,4,True,11,signature_absente_ou_incomplete,rule,False,2026-05
3424,837,747,4,Absence de nom des représentants dans le constat des limites,N1,2026-05-19 14:17:00,2026-06-23 11:41:00,34.875,TONKPI,CAB. TOPO BENHIBA,absence de nom des representants dans le constat des limites,absence nom representants constat limites,5,True,1,pvcl_constat_limites,rule,False,2026-05
3425,838,748,1,"Erreur sur les informations concernant l'identification du demandeur ou du gestionnaire (nom, âge, lieu de naissance, nationalité…)",N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,erreur sur les informations concernant l'identification du demandeur ou du gestionnaire nom age lieu de naissance nationalite,erreur informations concernant l'identification demandeur gestionnaire nom age lieu naissance nationalite,11,True,2,audition_enquete_historique,rule,False,2026-06
3426,838,748,2,Insuffisance d'informations sur la nature des droits (l'usage que peut faire le demandeur de la parcelle) et/ou l'origine des droits du demandeur (comment est-il devenu le propriétaire de la parcelle ?),N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,insuffisance d'informations sur la nature des droits l'usage que peut faire le demandeur de la parcelle et ou l'origine des droits du demandeur comment est il devenu le proprietaire de la parcelle,insuffisance d'informations nature droits l'usage peut demandeur parcelle l'origine droits demandeur comment il devenu proprietaire parcelle,16,True,2,audition_enquete_historique,rule,False,2026-06
3427,838,748,3,Absence audition d'au moins un référent qualifié (parents du demandeur) cas d'héritage,N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,absence audition d'au moins un referent qualifie parents du demandeur cas d'heritage,absence audition d'au referent qualifie parents demandeur cas d'heritage,9,True,3,audition_enquete_historique,rule,False,2026-06
3428,838,748,4,"Absence de signatures requises (CE, Topographes, voisins limitrophes …)",N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,absence de signatures requises ce topographes voisins limitrophes,absence signatures requises topographes voisins limitrophes,6,True,1,voisinage_limitrophes,rule,False,2026-06
3429,838,748,5,"Absence signature d'un voisin ou son représentant sur le PVCL, avec absence du formulaire de carence de participation du voisin limitrophe concerné",N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,absence signature d'un voisin ou son representant sur le pvcl avec absence du formulaire de carence de participation du voisin limitrophe concerne,absence signature d'un voisin representant pvcl absence formulaire carence participation voisin limitrophe concerne,13,True,6,pvcl_constat_limites,rule,False,2026-06
3430,838,748,6,Incohérence entre les noms des voisins inscrits sur le PVCL (PV des constats de limites) et le plan,N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,incoherence entre les noms des voisins inscrits sur le pvcl pv des constats de limites et le plan,incoherence entre noms voisins inscrits pvcl pv constats limites plan,10,True,1,pvcl_constat_limites,rule,False,2026-06
3431,838,748,7,incohérence dans la déclaration du demandeur; incohérence entre la déclaration du demandeur et celle du référent ; approfondir l'enquête; répétition du nom des voisins sur la liste de présence du PVCL,N1,2026-06-19 10:24:00,2026-07-05 03:16:00,15.666666666666666,TONKPI,CAB. TOPO BENHIBA,incoherence dans la declaration du demandeur incoherence entre la declaration du demandeur et celle du referent approfondir l'enquete repetition du nom des voisins sur la liste de presence du pvcl,incoherence declaration demandeur incoherence entre declaration demandeur celle referent approfondir l'enquete repetition nom voisins liste presence pvcl,17,True,3,pvcl_constat_limites,rule,False,2026-06
3432,839,749,1,Le réfèrent affirme que le demandeur n'est pas le seul héritier,N1,2026-06-19 15:32:00,2026-07-02 16:58:00,13.041666666666666,TONKPI,CAB. TOPO BENHIBA,le referent affirme que le demandeur n'est pas le seul heritier,referent affirme demandeur n'est pas seul heritier,7,True,6,audition_enquete_historique,rule,False,2026-06
3433,839,749,2,Le réfèrent affirme que l'héritage n'a pas fait objet de partage,N1,2026-06-19 15:32:00,2026-07-02 16:58:00,13.041666666666666,TONKPI,CAB. TOPO BENHIBA,le referent affirme que l'heritage n'a pas fait objet de partage,referent affirme l'heritage n'a pas objet partage,7,True,6,audition_enquete_historique,rule,False,2026-06
3434,839,749,3,Auditionner au moins un parent (sœur ou frère) du demandeur,N1,2026-06-19 15:32:00,2026-07-02 16:58:00,13.041666666666666,TONKPI,CAB. TOPO BENHIBA,auditionner au moins un parent s ur ou frere du demandeur,auditionner parent ur frere demandeur,5,True,9,audition_enquete_historique,rule,False,2026-06
3435,840,750,1,"revoir la déclaration du gestionnaire le nom du gestionnaire c'est SIAMBA INCONNU et non LOUANE Inconnu; revoir les déclarations n°3,4 et 5 ces déclarants affirment que la parcelle appartienne a la famille Louane inconnu alors que le nom de la famille est SIAMBA et le nom du gestionnaire est SIAMBA inconnu ; les voisins Kpan Seu Camus, Tia Alexis et Loua Roger sont matérialisés sur plan mais absent sur la liste de présence du PV de constat de limites",N1,2026-05-20 10:29:00,2026-06-26 19:06:00,37.333333333333336,TONKPI,CAB. TOPO BENHIBA,revoir la declaration du gestionnaire le nom du gestionnaire c'est siamba inconnu et non louane inconnu revoir les declarations n 3 4 et 5 ces declarants affirment que la parcelle appartienne a la famille louane inconnu alors que le nom de la famille est siamba et le nom du gestionnaire est siamba inconnu les voisins kpan seu camus tia alexis et loua roger sont materialises sur plan mais absent sur la liste de presence du pv de constat de limites,revoir declaration gestionnaire nom gestionnaire c'est siamba inconnu non louane inconnu revoir declarations declarants affirment parcelle appartienne famille louane inconnu alors nom famille siamba nom gestionnaire siamba inconnu voisins kpan seu camus tia alexis loua roger materialises plan mais absent liste presence pv constat limites,45,True,6,pvcl_constat_limites,rule,False,2026-05
3436,841,751,1,absence de la CNI du demandeur; revoir l'orientation géographique des voisins sur le PVCL,N1,2026-05-20 16:54:00,2026-06-26 18:56:00,37.083333333333336,TONKPI,CAB. TOPO BENHIBA,absence de la cni du demandeur revoir l'orientation geographique des voisins sur le pvcl,absence cni demandeur revoir l'orientation geographique voisins pvcl,8,True,6,pvcl_constat_limites,rule,False,2026-05
3437,842,752,1,"""Absence de signature de la moitié plus un des ayants droits",N1,2026-05-21 02:43:00,2026-06-11 12:11:00,21.375,TONKPI,CAB. TOPO BENHIBA,signature_absente de la moitie plus un des ayants droits,signature_absente moitie ayants droits,4,True,11,signature_absente_ou_incomplete,rule,False,2026-05
3438,842,752,2,"Le demandeur estime qu'il est le seul détenteur de droit coutumier; """,N1,2026-05-21 02:43:00,2026-06-11 12:11:00,21.375,TONKPI,CAB. TOPO BENHIBA,le demandeur estime qu'il est le seul detenteur de droit coutumier,demandeur estime qu'il seul detenteur droit coutumier,7,True,0,audition_enquete_historique,rule,False,2026-05
3439,843,752,1,Absence de signature de l'ayant droit auditionné,N1,2026-06-14 11:31:00,2026-06-29 13:26:00,15.041666666666666,TONKPI,CAB. TOPO BENHIBA,signature_absente de l'ayant droit auditionne,signature_absente l'ayant droit auditionne,4,True,17,signature_absente_ou_incomplete,rule,False,2026-06
3440,843,752,2,incohérence entre la superficie inscrite sur le PVCL et le plan,N1,2026-06-14 11:31:00,2026-06-29 13:26:00,15.041666666666666,TONKPI,CAB. TOPO BENHIBA,incoherence entre la superficie inscrite sur le pvcl et le plan,incoherence entre superficie inscrite pvcl plan,6,True,1,pvcl_constat_limites,rule,False,2026-06
3441,844,753,1,CNI Illisible,N1,2026-05-21 11:11:00,2026-06-30 16:15:00,40.208333333333336,TONKPI,CAB. TOPO BENHIBA,cni illisible,cni illisible,2,True,5,pieces_documents_scan,rule,False,2026-05
3442,845,754,1,481-032-000029,N1,2026-05-21 11:32:00,2026-07-02 12:45:00,42.041666666666664,TONKPI,CAB. TOPO BENHIBA,481 032 000029,,0,False,-1,autre_a_revoir,manual_review,True,2026-05
3443,846,755,1,Dan Goeusse est matérialisé sur le plan comme voisin mais absent sur la liste de présence du PV de constat de limites,N1,2026-05-21 11:54:00,2026-06-26 18:55:00,36.291666666666664,TONKPI,CAB. TOPO BENHIBA,dan goeusse est materialise sur le plan comme voisin mais absent sur la liste de presence du pv de constat de limites,dan goeusse materialise plan comme voisin mais absent liste presence pv constat limites,13,True,6,pvcl_constat_limites,rule,False,2026-05
3444,847,756,1,revoir le nom de la famille dans les déclarations c'est la famille Zrangnan qui y ressort alors que sur la demande c'est la famille Sadia; revoir la qualité des occupants c'est mentionné co-propriétaire alors que tous les occupants ne figure pas sur la liste des détenteurs de droit coutumier collectifs; revoir l'orientation géographique des voisins sur le PVCL,N1,2026-05-21 12:59:00,2026-06-26 18:54:00,36.208333333333336,TONKPI,CAB. TOPO BENHIBA,revoir le nom de la famille dans les declarations c'est la famille zrangnan qui y ressort alors que sur la demande c'est la famille sadia revoir la qualite des occupants c'est mentionne co proprietaire alors que tous les occupants ne figure pas sur la liste des detenteurs de droit coutumier collectifs revoir l'orientation geographique des voisins sur le pvcl,revoir nom famille declarations c'est famille zrangnan ressort alors demande c'est famille sadia revoir qualite occupants c'est mentionne co proprietaire alors tous occupants ne figure pas liste detenteurs droit coutumier collectifs revoir l'orientation geographique voisins pvcl,36,True,6,pvcl_constat_limites,rule,False,2026-05
3445,848,757,1,absence de la signature du déclarant numéro 4,N1,2026-05-21 15:54:00,2026-06-27 15:08:00,36.958333333333336,TONKPI,CAB. TOPO BENHIBA,absence de la signature du declarant numero 4,absence signature declarant numero,4,True,0,autre_a_revoir,manual_review,True,2026-05
3446,848,757,2,"Fofana Soualifo, voisin limitrophe n'a pas participé au constat des limites",N1,2026-05-21 15:54:00,2026-06-27 15:08:00,36.958333333333336,TONKPI,CAB. TOPO BENHIBA,fofana soualifo voisin limitrophe n'a pas participe au constat des limites,fofana soualifo voisin limitrophe n'a pas participe constat limites,9,True,1,pvcl_constat_limites,rule,False,2026-05
